codigo,nombre_producto,origen,origen_clasificacion,origen_promedio_venta,cantidad_transferir,destino,destino_clasificacion,destino_promedio_venta,mayor_costo,costo_total
100025393,FREEGEN PF FRASCO X 10 ML,cosmocentro2 35981,D,0.0,1.0,unicentro 34391,L,0.33,53167.0,53167.0
100025404,ENSURE ADVANCE FRESA 850 GR (PAE),pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,L,0.33,127161.0,127161.0
100025404,ENSURE ADVANCE FRESA 850 GR (PAE),pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,L,0.33,154014.5,154014.5
100025404,ENSURE ADVANCE FRESA 850 GR (PAE),podium 29434,D,0.0,1.0,minimarket 31447,L,0.33,127161.0,127161.0
100025404,ENSURE ADVANCE FRESA 850 GR (PAE),podium 29434,D,0.0,1.0,minimarket 31447,L,0.33,154014.5,154014.5
100025404,ENSURE ADVANCE FRESA 850 GR (PAE)(PDC),pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,L,0.33,127161.0,127161.0
100025404,ENSURE ADVANCE FRESA 850 GR (PAE)(PDC),pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,L,0.33,154014.5,154014.5
100025404,ENSURE ADVANCE FRESA 850 GR (PAE)(PDC),podium 29434,D,0.0,1.0,minimarket 31447,L,0.33,127161.0,127161.0
100025404,ENSURE ADVANCE FRESA 850 GR (PAE)(PDC),podium 29434,D,0.0,1.0,minimarket 31447,L,0.33,154014.5,154014.5
100025404,ENSURE ADVANCE FRESA POLVO TARRO X 850 GR,pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,L,0.33,127161.0,127161.0
100025404,ENSURE ADVANCE FRESA POLVO TARRO X 850 GR,pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,L,0.33,154014.5,154014.5
100025404,ENSURE ADVANCE FRESA POLVO TARRO X 850 GR,podium 29434,D,0.0,1.0,minimarket 31447,L,0.33,127161.0,127161.0
100025404,ENSURE ADVANCE FRESA POLVO TARRO X 850 GR,podium 29434,D,0.0,1.0,minimarket 31447,L,0.33,154014.5,154014.5
100025422,MONTELUKAST 5 MG TABLETA X 30 UND,ingenio 38147,D,0.0,1.0,carmesi 33593,B,0.67,17041.6,17041.6
100025422,MONTELUKAST 5MG 30TBS MOMENTA(M)(31437),ingenio 38147,D,0.0,1.0,carmesi 33593,B,0.67,17041.6,17041.6
100025425,CICLOBENZAPRINA 10 MG. 30 TBS MOMENTA,ingenio 38147,D,0.0,1.0,pasoancho 33511,L,0.33,45777.67,45777.67
100025425,CICLOBENZAPRINA 10 MG. 30 TBS MOMENTA,ingenio 38147,D,0.0,1.0,minimarket 31447,N,0.33,45777.67,45777.67
100025425,CICLOBENZAPRINA CLORHIDRATO 10 MG (MOMENTA) CAJA X 30 TAB,ingenio 38147,D,0.0,1.0,pasoancho 33511,L,0.33,45777.67,45777.67
100025425,CICLOBENZAPRINA CLORHIDRATO 10 MG (MOMENTA) CAJA X 30 TAB,ingenio 38147,D,0.0,1.0,minimarket 31447,N,0.33,45777.67,45777.67
100025430,FREEGEN PF  LUBRICANTE OCULAR 15 ML.,ciudadela 28233,D,0.0,1.0,podium 29434,L,0.33,69442.0,69442.0
100025430,FREEGEN PF FRASCO X 15 ML,ciudadela 28233,D,0.0,1.0,podium 29434,L,0.33,69442.0,69442.0
100025466,ALLERZITINA MASTICABLE 10 MG CAJA X 10 TAB,calle_quinta 40285,D,0.0,1.0,podium 29434,L,0.33,27398.0,27398.0
100025466,ALLERZITINA MASTICABLE FRESA 10MG 10TBS,calle_quinta 40285,D,0.0,1.0,podium 29434,L,0.33,27398.0,27398.0
100025481,FLUIMUCIL NINOS JARABE 2% 120 ML.,cosmocentro2 35981,D,0.0,1.0,cosmocentro1 34060,L,0.33,32678.0,32678.0
100025481,FLUIMUCIL NINOS JARABE 2% 120 ML.,cosmocentro2 35981,D,0.0,1.0,cosmocentro3 28047,L,0.33,32678.0,32678.0
100025481,FLUIMUCIL NIÑOS JARABE 2% FRASCO X 120 ML,cosmocentro2 35981,D,0.0,1.0,cosmocentro1 34060,L,0.33,32678.0,32678.0
100025481,FLUIMUCIL NIÑOS JARABE 2% FRASCO X 120 ML,cosmocentro2 35981,D,0.0,1.0,cosmocentro3 28047,L,0.33,32678.0,32678.0
100025511,DIUREX 2.5 MG 10 TABLETAS,pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,A,3.67,23295.5,23295.5
100025530,ONDAX 4 MG 10 TABLETAS,cosmocentro1 34060,D,0.0,1.0,podium 29434,L,0.33,79047.0,79047.0
100025530,ONDAX 4 MG 10 TABLETAS,cosmocentro1 34060,D,0.0,1.0,holguines 33044,L,0.33,79047.0,79047.0
100025530,ONDAX 4 MG 10 TABLETAS,cosmocentro1 34060,D,0.0,1.0,minimarket 31447,L,0.33,79047.0,79047.0
100025571,HCQS 200 CAJA X 30.00 TAB,pasoancho 33511,D,0.0,1.0,metro 33045,N,0.33,131109.0,131109.0
100025571,HCQS 200MG 30 TABLETAS(PAE),pasoancho 33511,D,0.0,1.0,metro 33045,N,0.33,131109.0,131109.0
100025573,ZERODOL 200MG 10 TABLETAS,holguines 33044,D,0.0,1.0,bella_suiza 40350,L,0.33,55297.0,55297.0
100025573,ZERODOL CR CAJA X 10 TAB,holguines 33044,D,0.0,1.0,bella_suiza 40350,L,0.33,55297.0,55297.0
100025580,URSACOL 300 MG CAJA X 20 TAB,unicentro 34391,D,0.0,1.0,cosmocentro3 28047,L,0.33,63289.0,63289.0
100025580,URSACOL 300 MG. 20 TABLETAS,unicentro 34391,D,0.0,1.0,cosmocentro3 28047,L,0.33,63289.0,63289.0
100025608,AMIKACINA 500 MG/2 ML I.M./I.V. (VITALIS) CAJA X 1 AMP,calle_quinta 40285,D,0.0,1.0,pasoancho 33511,L,0.33,5440.5,5440.5
100025608,AMIKACINA 500MG/2 ML. 1 AMPOLLA VT,calle_quinta 40285,D,0.0,1.0,pasoancho 33511,L,0.33,5440.5,5440.5
100025609,HIDROCORTISONA 100 MG 1 AMPOLLA VT,ciudadela 28233,D,0.0,1.0,unicentro 34391,L,0.33,5914.0,5914.0
100025609,HIDROCORTISONA 100 MG I.M./I.V.(VITALIS) CAJA X 1 VIAL,ciudadela 28233,D,0.0,1.0,unicentro 34391,L,0.33,5914.0,5914.0
100025611,SOPHIXIN DX OFTENO 0.1% 0.3% 5 ML.(PAE),calle_quinta 40285,D,0.0,1.0,metro 33045,L,0.33,82955.0,82955.0
100025611,SOPHIXIN DX OFTENO 0.1% 0.3% 5 ML.(PAE),calle_quinta 40285,D,0.0,1.0,ciudadela 28233,L,0.33,82955.0,82955.0
100025611,SOPHIXIN DX OFTENO 0.1% 0.3% 5 ML.(PAE),calle_quinta 40285,D,0.0,1.0,calicanto 33336,L,0.33,82955.0,82955.0
100025637,PERSPIREX STRONG ROLL ON 20 ML.,podium 29434,D,0.0,1.0,unicentro 34391,L,0.33,52586.0,52586.0
100025637,PERSPIREX STRONG ROLLON X 20 ML,podium 29434,D,0.0,1.0,unicentro 34391,L,0.33,52586.0,52586.0
100025647,ETORICOXIB 90 MG 14 TABLETAS MOMENTA,globald 26873,D,0.0,1.0,metro 33045,L,0.33,40665.25,40665.25
100025648,ETORICOXIB 120 MG 7  TABLETAS MOMENTA,minimarket 31447,D,0.0,1.0,ciudadela 28233,L,0.33,27996.0,27996.0
100025648,ETORICOXIB 120 MG TABLETA X 7 UND,minimarket 31447,D,0.0,1.0,ciudadela 28233,L,0.33,27996.0,27996.0
100025656,HIPERTONICA TONIMER LAB BABY SPRAY 100ML,pasoancho 33511,D,0.0,1.0,ciudadela 28233,L,0.33,69106.0,69106.0
100025656,TONIMER HYPERTONIC BABY SPRAY FRASCO X 100 ML,pasoancho 33511,D,0.0,1.0,ciudadela 28233,L,0.33,69106.0,69106.0
100025660,ISOTONICA TONIMER LAB BABY SPRAY 100 ML.,pasoancho 33511,D,0.0,1.0,ciudadela 28233,L,0.33,70112.0,70112.0
100025660,TONIMER BABY SPRAY FRASCO X 100 ML,pasoancho 33511,D,0.0,1.0,ciudadela 28233,L,0.33,70112.0,70112.0
100025663,PROPOLEO HERBAL 180 ML ICOM,cosmocentro1 34060,D,0.0,1.0,holguines 33044,L,0.33,10599.25,10599.25
100025663,PROPOLEO HERBAL 180 ML ICOM,cosmocentro1 34060,D,0.0,1.0,pasoancho 33511,B,1.67,10599.25,10599.25
100025663,PROPOLEO HERBAL 180 ML ICOM,cosmocentro1 34060,D,0.0,1.0,unicentro 34391,L,0.33,10599.25,10599.25
100025663,PROPOLEO HERBAL 180 ML ICOM,cosmocentro1 34060,D,0.0,1.0,podium 29434,L,0.33,10599.25,10599.25
100025663,PROPOLEO X 180 ML FRASCO X 180 ML,cosmocentro1 34060,D,0.0,1.0,holguines 33044,L,0.33,10599.25,10599.25
100025663,PROPOLEO X 180 ML FRASCO X 180 ML,cosmocentro1 34060,D,0.0,1.0,pasoancho 33511,B,1.67,10599.25,10599.25
100025663,PROPOLEO X 180 ML FRASCO X 180 ML,cosmocentro1 34060,D,0.0,1.0,unicentro 34391,L,0.33,10599.25,10599.25
100025663,PROPOLEO X 180 ML FRASCO X 180 ML,cosmocentro1 34060,D,0.0,1.0,podium 29434,L,0.33,10599.25,10599.25
100025664,PROPOLEO NATURAL 180 ML ICOM,podium 29434,D,0.0,1.0,bella_suiza 40350,L,0.33,10072.17,10072.17
100025664,PROPOLEO NATURAL 180 ML ICOM,podium 29434,D,0.0,1.0,ciudadela 28233,L,0.33,10072.17,10072.17
100025664,PROPOLEO NATURAL 180 ML ICOM,metro 33045,D,0.0,1.0,minimarket 31447,L,0.33,10072.17,10072.17
100025673,NOXPIRIN SINUS 12 TABLETAS PAG 10 LLE 12,bella_suiza 40350,D,0.0,1.0,unicentro 34391,E,5.67,12068.5,12068.5
100025685,BELLANEW 1.5/2 MG CAJA X 28 TAB,cosmocentro3 28047,D,0.0,2.0,unicentro 34391,E,5.0,40194.0,80388.0
100025685,BELLANEW 1.5/2 MG CAJA X 28 TAB,ciudadela 28233,D,0.0,1.0,unicentro 34391,E,5.0,40194.0,40194.0
100025685,BELLANEW 1.5/2 MG CAJA X 28 TAB,minimarket 31447,D,0.0,1.0,metro 33045,L,0.33,40194.0,40194.0
100025685,BELLANEW 1.5MG/2.0MG 28 TABLETAS,cosmocentro3 28047,D,0.0,2.0,unicentro 34391,E,5.0,40194.0,80388.0
100025685,BELLANEW 1.5MG/2.0MG 28 TABLETAS,ciudadela 28233,D,0.0,1.0,unicentro 34391,E,5.0,40194.0,40194.0
100025685,BELLANEW 1.5MG/2.0MG 28 TABLETAS,minimarket 31447,D,0.0,1.0,metro 33045,L,0.33,40194.0,40194.0
100025700,OMEPRAZOL 40/MG 1.5ML-1VCM VITALIS,minimarket 31447,D,0.0,1.0,podium 29434,N,0.33,7096.5,7096.5
100025700,OMEPRAZOL 40MG/1.5ML 1 AMPOLLA VT,minimarket 31447,D,0.0,1.0,podium 29434,N,0.33,7096.5,7096.5
100025714,MEIBOS 1.5% FRASCO X 3 ML,calle_quinta 40285,D,0.0,1.0,holguines 33044,L,0.33,69442.0,69442.0
100025714,MEIBOS 1.5% FRASCO X 3 ML,calle_quinta 40285,D,0.0,1.0,ingenio 38147,L,0.33,69442.0,69442.0
100025714,MEIBOS 1.5% FRASCO X 3 ML,calle_quinta 40285,D,0.0,1.0,unicentro 34391,L,0.33,69442.0,69442.0
100025714,MEIBOS AZITROMICINA 1.5%,calle_quinta 40285,D,0.0,1.0,holguines 33044,L,0.33,69442.0,69442.0
100025714,MEIBOS AZITROMICINA 1.5%,calle_quinta 40285,D,0.0,1.0,ingenio 38147,L,0.33,69442.0,69442.0
100025714,MEIBOS AZITROMICINA 1.5%,calle_quinta 40285,D,0.0,1.0,unicentro 34391,L,0.33,69442.0,69442.0
100025735,ZOPICLONA 7.5 MG (COLMED) CAJA X 30 TAB,globald 26873,D,0.0,1.0,unicentro 34391,B,1.0,7976.0,7976.0
100025735,ZOPICLONA 7.5 MG 30 TABLETAS PC,globald 26873,D,0.0,1.0,unicentro 34391,B,1.0,7976.0,7976.0
100025739,NERVOHEEL N 50 TABLETAS,podium 29434,D,0.0,1.0,cosmocentro3 28047,L,0.33,65050.0,65050.0
100025739,NERVOHEEL N FRASCO X 50 TAB,podium 29434,D,0.0,1.0,cosmocentro3 28047,L,0.33,65050.0,65050.0
100025758,ALCOHOL ANTISEPTICO ALCOMAX 700 ML (NTI),ingenio 38147,D,0.0,1.0,ciudadela 28233,A,2.67,6473.0,6473.0
100025793,HIOSCINA N -BUTIL BROMURO 20 MG + DIPIRONA 2.5 GR (VITALIS) AMPOLLA X 1 ML,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,6505.0,6505.0
100025793,HIOSCINA+DIPIRONA 20MG+2.5G/5ML 1AMP.VT,cosmocentro3 28047,D,0.0,1.0,ciudadela 28233,L,0.33,6505.0,6505.0
100025798,PULMICORT 0.5 MG/ML 5 AMP 2ML SUSP.(PAE),globald 26873,D,0.0,1.0,holguines 33044,B,1.67,137196.0,137196.0
100025810,ARTRODAR 50 MG CAJA X 60 CAP,ciudadela 28233,D,0.0,1.0,cosmocentro3 28047,L,0.33,151064.0,151064.0
100025810,ARTRODAR 50MG 60 CAPSULAS,ciudadela 28233,D,0.0,1.0,cosmocentro3 28047,L,0.33,151064.0,151064.0
100025814,TIMOLOL MALEATO 0.5% 15 ML,calicanto 33336,D,0.0,1.0,pasoancho 33511,L,0.33,28300.0,28300.0
100025814,TIMOLOL MALEATO 0.5% 15 ML,calicanto 33336,D,0.0,1.0,unicentro 34391,B,0.67,28300.0,28300.0
100025814,TIMOLOL MALEATO 0.5% FRASCO X 15 ML,calicanto 33336,D,0.0,1.0,pasoancho 33511,L,0.33,28300.0,28300.0
100025814,TIMOLOL MALEATO 0.5% FRASCO X 15 ML,calicanto 33336,D,0.0,1.0,unicentro 34391,B,0.67,28300.0,28300.0
100025815,KAIROS PF 0.005% FRASCO X 5 ML,globald 26873,D,0.0,1.0,bella_suiza 40350,L,0.33,36891.0,36891.0
100025815,KAIROS PF 0.005% FRASCO X 5 ML,calle_quinta 40285,D,0.0,1.0,calicanto 33336,L,0.33,36891.0,36891.0
100025815,KAIROS PF 0.005% SOL.OFT.5ML(P)41343,globald 26873,D,0.0,1.0,bella_suiza 40350,L,0.33,36891.0,36891.0
100025815,KAIROS PF 0.005% SOL.OFT.5ML(P)41343,calle_quinta 40285,D,0.0,1.0,calicanto 33336,L,0.33,36891.0,36891.0
100025835,FIXAMICIN CLEAN 6.5% 15 ML,unicentro 34391,D,0.0,1.0,bella_suiza 40350,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN 6.5% 15 ML,unicentro 34391,D,0.0,1.0,holguines 33044,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN 6.5% 15 ML,ingenio 38147,D,0.0,1.0,cosmocentro3 28047,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN 6.5% 15 ML,pasoancho 33511,D,0.0,1.0,calicanto 33336,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN 6.5% 15 ML,minimarket 31447,D,0.0,1.0,globald 26873,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN 6.5% 15 ML,calle_quinta 40285,D,0.0,1.0,cosmocentro1 34060,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN FRASCO X 15 ML,unicentro 34391,D,0.0,1.0,bella_suiza 40350,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN FRASCO X 15 ML,unicentro 34391,D,0.0,1.0,holguines 33044,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN FRASCO X 15 ML,ingenio 38147,D,0.0,1.0,cosmocentro3 28047,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN FRASCO X 15 ML,pasoancho 33511,D,0.0,1.0,calicanto 33336,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN FRASCO X 15 ML,minimarket 31447,D,0.0,1.0,globald 26873,L,0.33,77503.5,77503.5
100025835,FIXAMICIN CLEAN FRASCO X 15 ML,calle_quinta 40285,D,0.0,1.0,cosmocentro1 34060,L,0.33,77503.5,77503.5
100025841,FLUCONAZOL / SECNIDAZOL 75 / 1000 MG (MK) CAJA X 4 TAB,calle_quinta 40285,D,0.0,1.0,ciudadela 28233,L,0.33,48634.5,48634.5
100025841,FLUCONAZOL / SECNIDAZOL 75 / 1000 MG (MK) CAJA X 4 TAB,bella_suiza 40350,D,0.0,1.0,globald 26873,L,0.33,48634.5,48634.5
100025841,FLUCONAZOL 75 MG+SECNIDAZOL 1 G 4 TBS MK,calle_quinta 40285,D,0.0,1.0,ciudadela 28233,L,0.33,48634.5,48634.5
100025841,FLUCONAZOL 75 MG+SECNIDAZOL 1 G 4 TBS MK,bella_suiza 40350,D,0.0,1.0,globald 26873,L,0.33,48634.5,48634.5
100025845,AMOXICIL 600 MG+A.CLAV 42.9 MG 100 ML MK,podium 29434,D,0.0,1.0,unicentro 34391,L,0.33,69257.0,69257.0
100025845,AMOXICILINA 600/ ACIDO CLAVULANICO 42.9 MG (MK) FRASCO X 100 ML,podium 29434,D,0.0,1.0,unicentro 34391,L,0.33,69257.0,69257.0
100025866,AURASERT 50 MG CAJA X 28 TAB,carmesi 33593,D,0.0,1.0,holguines 33044,L,0.33,6700.0,6700.0
100025866,AURASERT 50 MG CAJA X 28 TAB,pasoancho 33511,D,0.0,1.0,metro 33045,B,0.67,6700.0,6700.0
100025866,SERTRALINA AURASERT 50 MG 28 TABLETAS,carmesi 33593,D,0.0,1.0,holguines 33044,L,0.33,6700.0,6700.0
100025866,SERTRALINA AURASERT 50 MG 28 TABLETAS,pasoancho 33511,D,0.0,1.0,metro 33045,B,0.67,6700.0,6700.0
100025873,PRESERVAT. XTREM XTRA XTIMULANTE 3 UND,ingenio 38147,D,0.0,2.0,carmesi 33593,E,6.67,4753.0,9506.0
100025873,PRESERVATIVO XTREM XTRA XTIMULANTE 3 UND,ingenio 38147,D,0.0,2.0,carmesi 33593,E,6.67,4753.0,9506.0
100025875,PRESERVATIVOS X TREM NORMAL LUBRICADO CAJA X 3 UND,minimarket 31447,D,0.0,1.0,pasoancho 33511,B,1.33,3962.0,3962.0
100025875,PRESERVATIVOS X TREM NORMAL LUBRICADO CAJA X 3 UND,minimarket 31447,D,0.0,1.0,carmesi 33593,A,3.0,3962.0,3962.0
100025875,PRESERVATIVOS XTREM NORMAL LUBRIC 3 UND,minimarket 31447,D,0.0,1.0,pasoancho 33511,B,1.33,3962.0,3962.0
100025875,PRESERVATIVOS XTREM NORMAL LUBRIC 3 UND,minimarket 31447,D,0.0,1.0,carmesi 33593,A,3.0,3962.0,3962.0
100025880,MULTISOLUTER 120 ML,calle_quinta 40285,D,0.0,1.0,unicentro 34391,L,0.33,19314.0,19314.0
100025880,SOLUCION MULTIPROPOSITO MULTI SOLUTER LIMPIEZA Y ASEPSIA FRASCO X 120 ML,calle_quinta 40285,D,0.0,1.0,unicentro 34391,L,0.33,19314.0,19314.0
100025888,AZEFLU 30 ML(PAE),metro 33045,D,0.0,1.0,carmesi 33593,L,0.33,139684.5,139684.5
100025888,AZEFLU 30 ML(PAE),pasoancho 33511,D,0.0,1.0,ciudadela 28233,L,0.33,139684.5,139684.5
100025888,AZEFLU SPRAY NASAL FRASCO X 30 ML,metro 33045,D,0.0,1.0,carmesi 33593,L,0.33,139684.5,139684.5
100025888,AZEFLU SPRAY NASAL FRASCO X 30 ML,pasoancho 33511,D,0.0,1.0,ciudadela 28233,L,0.33,139684.5,139684.5
100025935,DEXPROFEN 25 MG CAJA X 20 CAP,pasoancho 33511,D,0.0,1.0,cosmocentro3 28047,L,0.33,67473.0,67473.0
100025935,DEXPROFEN 25MG 20 CAPSULAS,pasoancho 33511,D,0.0,1.0,cosmocentro3 28047,L,0.33,67473.0,67473.0
100025937,DURAFLEX ADVANCE 18 CAPSULAS MK,cosmocentro3 28047,D,0.04,1.0,unicentro 34391,B,1.89,46852.5,46852.5
100025961,UROFOS 3 GR CAJA X 1 SOB,cosmocentro1 34060,D,0.0,1.0,carmesi 33593,L,0.33,49577.0,49577.0
100025961,UROFOS 3 GR S/ORAL 1 SOBRE(P)18742(SC),cosmocentro1 34060,D,0.0,1.0,carmesi 33593,L,0.33,49577.0,49577.0
100025965,METACLOR CLEANER FRASCO X 100 ML,carmesi 33593,D,0.0,1.0,cosmocentro2 35981,L,0.33,8056.5,8056.5
100025965,METACLOR CLEANER FRASCO X 100 ML,carmesi 33593,D,0.0,1.0,pasoancho 33511,L,0.33,8056.5,8056.5
100025965,METACLOR CLEANER SPRAY 100 MILILITROS,carmesi 33593,D,0.0,1.0,cosmocentro2 35981,L,0.33,8056.5,8056.5
100025965,METACLOR CLEANER SPRAY 100 MILILITROS,carmesi 33593,D,0.0,1.0,pasoancho 33511,L,0.33,8056.5,8056.5
100025970,ESOMEPRAZOL 20 MG 14 CAPSULAS ICOM,ciudadela 28233,D,0.0,2.0,bella_suiza 40350,B,1.67,9909.02,19818.04
100025970,ESOMEPRAZOL 20 MG 14 CAPSULAS ICOM,ciudadela 28233,D,0.0,1.0,calle_quinta 40285,B,1.0,9909.02,9909.02
100025970,ESOMEPRAZOL 20 MG 14 CAPSULAS ICOM,cosmocentro2 35981,D,0.0,1.0,carmesi 33593,L,0.33,9909.02,9909.02
100025973,ESOMEPRAZOL 40 MG 30 CAPSULAS ICOM,carmesi 33593,D,0.0,1.0,unicentro 34391,E,5.78,25252.17,25252.17
100025991,FILINAR G 5 MG/ML FRASCO X 120 ML,podium 29434,D,0.0,1.0,ingenio 38147,L,0.33,49034.0,49034.0
100025991,FILINAR G ACEBROFILINA 5 MG/ML 120 ML,podium 29434,D,0.0,1.0,ingenio 38147,L,0.33,49034.0,49034.0
100026006,TRELEGY ELLIPTA 100-62.5-25 MC CAJA X 30 DOSIS,ciudadela 28233,D,0.0,1.0,bella_suiza 40350,N,0.33,286833.0,286833.0
100026006,TRELEGY ELLIPTA 100/62.5/25MG 30DO.(PAE),ciudadela 28233,D,0.0,1.0,bella_suiza 40350,N,0.33,286833.0,286833.0
100026010,AMOXIC.+CLAVULANATO POT.400MG+57MG 70ML,minimarket 31447,D,0.0,1.0,bella_suiza 40350,L,0.33,54432.0,54432.0
100026010,AMOXIC.+CLAVULANATO POT.400MG+57MG 70ML,globald 26873,D,0.0,1.0,carmesi 33593,L,0.33,54432.0,54432.0
100026010,AMOXICILINA + CALVULANATO DE POTASIO 40 MG 57 MG FRASCO X 70 UND,minimarket 31447,D,0.0,1.0,bella_suiza 40350,L,0.33,54432.0,54432.0
100026010,AMOXICILINA + CALVULANATO DE POTASIO 40 MG 57 MG FRASCO X 70 UND,globald 26873,D,0.0,1.0,carmesi 33593,L,0.33,54432.0,54432.0
100026016,TERRAVITAL UNGUENTO OFTAL TUBO X 10 GR,metro 33045,D,0.0,1.0,pasoancho 33511,B,0.67,23654.5,23654.5
100026016,TERRAVITAL UNGUENTO OFTAL TUBO X 10 GR,metro 33045,D,0.0,1.0,calle_quinta 40285,L,0.33,23654.5,23654.5
100026016,TERRAVITAL UNGUENTO OFTAL TUBO X 10 GR,ciudadela 28233,D,0.0,1.0,minimarket 31447,L,0.33,23654.5,23654.5
100026016,TERRAVITAL UNGUENTO OFTALMICO 10 GR VT,metro 33045,D,0.0,1.0,pasoancho 33511,B,0.67,23654.5,23654.5
100026016,TERRAVITAL UNGUENTO OFTALMICO 10 GR VT,metro 33045,D,0.0,1.0,calle_quinta 40285,L,0.33,23654.5,23654.5
100026016,TERRAVITAL UNGUENTO OFTALMICO 10 GR VT,ciudadela 28233,D,0.0,1.0,minimarket 31447,L,0.33,23654.5,23654.5
100026029,NAFOLINA 1MG/ML SOLUCION OFTALMICA FRASCO X 7.5 UND,bella_suiza 40350,D,0.0,1.0,holguines 33044,L,0.33,5597.13,5597.13
100026029,NAFOLINA 1MG/ML SOLUCION OFTALMICA FRASCO X 7.5 UND,bella_suiza 40350,D,0.0,1.0,globald 26873,L,0.33,5597.13,5597.13
100026029,NAFOLINA 1MG/ML SOLUCION OFTALMICA FRASCO X 7.5 UND,pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,B,1.33,5597.13,5597.13
100026029,NAFOLINA SOLUCION OFTALMICA 7.5 ML ICOM,bella_suiza 40350,D,0.0,1.0,holguines 33044,L,0.33,5597.13,5597.13
100026029,NAFOLINA SOLUCION OFTALMICA 7.5 ML ICOM,bella_suiza 40350,D,0.0,1.0,globald 26873,L,0.33,5597.13,5597.13
100026029,NAFOLINA SOLUCION OFTALMICA 7.5 ML ICOM,pasoancho 33511,D,0.0,1.0,cosmocentro1 34060,B,1.33,5597.13,5597.13
100026048,FITOSTIMOLINE CREMA 15 GRAMOS,metro 33045,D,0.0,1.0,unicentro 34391,A,3.67,38745.5,38745.5
100026053,LOSAN 50 MG 30 TABLETAS ICOM,carmesi 33593,D,0.0,1.0,bella_suiza 40350,E,17.0,6442.0,6442.0
100026053,LOSAN 50 MG TABLETA X 30 UND,carmesi 33593,D,0.0,1.0,bella_suiza 40350,E,17.0,6442.0,6442.0
100026092,ADVANCE KIT TENSIOMETRO+ESTETOS MORA NTI,bella_suiza 40350,D,0.0,1.0,cosmocentro2 35981,L,0.33,73963.0,73963.0
100026093,ADVANCE KIT TENSIOMETRO+ESTETOS NEGR NTI,calicanto 33336,D,0.0,1.0,cosmocentro1 34060,L,0.33,68376.5,68376.5
100026107,INVICTUS 20 MG CAJA X 4 TAB,cosmocentro1 34060,D,0.0,1.0,pasoancho 33511,L,0.33,42679.67,42679.67
100026107,INVICTUS TADALAFILO 20 MG 4 TBS RECUB,cosmocentro1 34060,D,0.0,1.0,pasoancho 33511,L,0.33,42679.67,42679.67
100026128,BIOGAIA + VITAMINA D FRASCO X 5 ML,podium 29434,D,0.0,1.0,globald 26873,L,0.33,79889.0,79889.0
100026128,BIOGAIA + VITAMINA D FRASCO X 5 ML,unicentro 34391,D,0.0,1.0,calle_quinta 40285,L,0.33,79889.0,79889.0
100026128,BIOGAIA + VITAMINA D3 5 ML(PAE),podium 29434,D,0.0,1.0,globald 26873,L,0.33,79889.0,79889.0
100026128,BIOGAIA + VITAMINA D3 5 ML(PAE),unicentro 34391,D,0.0,1.0,calle_quinta 40285,L,0.33,79889.0,79889.0
100026139,GASLID CALENDULA SUSP.ORAL 360 ML ICOM,bella_suiza 40350,D,0.0,1.0,calle_quinta 40285,L,0.33,22253.0,22253.0
100026152,NEVIOT CANNAB.S.ORAL 100MG/ML 60ML(PAE),podium 29434,D,0.0,1.0,cosmocentro1 34060,B,0.67,271841.0,271841.0
100026152,NEVIOT SOLUCION 100 MG FRASCO X 60 ML,podium 29434,D,0.0,1.0,cosmocentro1 34060,B,0.67,271841.0,271841.0
100026153,GYNETS 4 MG CAJA X 28 TAB,carmesi 33593,D,0.0,1.0,metro 33045,N,1.0,34243.84,34243.84
100026153,GYNETS 4 MG CAJA X 28 TAB,carmesi 33593,D,0.0,1.0,cosmocentro2 35981,L,0.33,34243.84,34243.84
100026153,GYNETS 4MG 28 TBS.RECUB.,carmesi 33593,D,0.0,1.0,metro 33045,N,1.0,34243.84,34243.84
100026153,GYNETS 4MG 28 TBS.RECUB.,carmesi 33593,D,0.0,1.0,cosmocentro2 35981,L,0.33,34243.84,34243.84
100026172,AMOXIDAL DUO 750 MG SUSP FRASCO X 120 ML,unicentro 34391,D,0.0,1.0,holguines 33044,L,0.33,63119.0,63119.0
100026172,AMOXIDAL DUO SUSPENSION FRASCO 120 ML,unicentro 34391,D,0.0,1.0,holguines 33044,L,0.33,63119.0,63119.0
