Grupo,Cod Producto,Nombre,Inventario Caja,Inventario Blister,Costo Unidad,Costo Blister,Costo Caja,% Iva,Inventario Unidad,Costo Total,Costo Total Iva,Venta Total
JOHNSON  JOHNSON DE COLO,200007317,CHA.JJ BABY ORIGINAL 400 ML,1.0,0.0,0.0,0.0,14364.0,0.19,0.0,17093.16,2729.16,24100
JOHNSON  JOHNSON DE COLO,200007321,CHA.JJ BABY MANZANILLA 750 ML,1.0,0.0,0.0,0.0,26883.0,0.19,0.0,31990.77,5107.77,39400
JOHNSON  JOHNSON DE COLO,200007323,CHA.JJ BABY ORIGINAL 750 ML,2.0,0.0,0.0,0.0,26883.0,0.19,0.0,63981.54,10215.54,78800
JOHNSON  JOHNSON DE COLO,200007347,COPITOS COTONETES JJ 150 UND,1.0,0.0,0.0,0.0,11671.0,0.19,0.0,13888.49,2217.49,18000
JOHNSON  JOHNSON DE COLO,200007370,CREMA JJ BABY 100 ML,2.0,0.0,0.0,0.0,7456.0,0.19,0.0,17745.28,2833.28,23000
JOHNSON  JOHNSON DE COLO,200007371,CREMA JJ BABY 200 ML,2.0,0.0,0.0,0.0,11297.0,0.19,0.0,26886.86,4292.86,33200
JOHNSON  JOHNSON DE COLO,200007372,CREMA JJ BABY 200 ML A.DORMIR,1.0,0.0,0.0,0.0,11721.0,0.19,0.0,13947.99,2226.99,16500
JOHNSON  JOHNSON DE COLO,200007373,CREMA JJ BABY AVENA 200 ML,1.0,0.0,0.0,0.0,11721.0,0.19,0.0,13947.99,2226.99,16800
JOHNSON  JOHNSON DE COLO,200007384,EST.JJ BABY PEQ.,1.0,0.0,0.0,0.0,17307.0,0.19,0.0,20595.33,3288.33,15000
RB HEALTH COLOMBIA,200007416,LUBRICANTE INTIMO K-Y GEL 100 GR,1.0,0.0,0.0,0.0,35258.0,0.19,0.0,41957.02,6699.02,53000
RB HEALTH COLOMBIA,200007417,LUBRICANTE INTIMO K-Y GEL 50 GR,1.0,0.0,0.0,0.0,22083.5,0.19,0.0,26279.37,4195.87,33900
JOHNSON  JOHNSON DE COLO,200007471,SEDA DENTAL JJ REACH HILO C/CERA 50 MTS,1.0,0.0,0.0,0.0,14364.0,0.19,0.0,17093.16,2729.16,20600
JOHNSON  JOHNSON DE COLO,200007520,VASELINA JJ 100 GR,1.0,0.0,0.0,0.0,17157.0,0.19,0.0,20416.83,3259.83,28000
LOREAL COLOMBIA S.A.,200007798,ESMALTE VOGUE FANTASTIC INCOLORO,1.0,0.0,0.0,0.0,3254.0,0.19,0.0,3872.26,618.26,4900
LOREAL COLOMBIA S.A.,200007836,POLVO COMPACTO VOGUE TRIGUENO,1.0,0.0,0.0,0.0,5617.0,0.19,0.0,6684.23,1067.23,12600
ICOM,200007920,MANTECA DE CACAO LABIAL 12 UND ICOM,0.0,0.0,998.42,0.0,0.0,0.19,9.0,10693.07,1707.29,19800
JOHNSON  JOHNSON DE COLO,200008300,ACEITE JJ BABY ORIGINAL 50 ML,2.0,0.0,0.0,0.0,4999.75,0.19,0.0,11899.41,1899.91,15200
PRODUCTOS DISANFER S.A.S.,200009424,ACIDO BORICO 100 GR DISANFER,2.0,0.0,0.0,0.0,1741.0,0.19,0.0,4143.58,661.58,3000
PRODUCTOS DISANFER S.A.S.,200009430,SULFATO DE MAGNESIA 100 GR DISANFER,1.0,0.0,0.0,0.0,800.0,0.19,0.0,952.0,152.0,2500
BSN MEDICAL LTDA.,200009469,ESP.LEUKOPLAST 1X1 12 UND,0.0,0.0,2640.17,0.0,0.0,0.0,8.0,21121.36,0.0,33600
HALEON COLOMBIA S.A.S.,200010092,PRESERVAT.TODAY PUNTO G 3 UND,3.0,0.0,0.0,0.0,9478.5,0.0,0.0,28435.5,0.0,60000
HENKEL COLOMBIANA S.A.,200010802,OXIGENTA PALETTE 30VOL X 50ML,3.0,0.0,0.0,0.0,1861.67,0.19,0.0,6646.16,1061.15,10800
PRODUCTOS FAMILIA S.A.,200011173,TOA.NOSOTRAS NORMAL NATURAL 10 UDS,2.0,0.0,0.0,0.0,3349.0,0.0,0.0,6698.0,0.0,8800
UNILEVER ANDINA COLOMBIA,200011233,CREMA PONDS REJUVENESS 50 GR,2.0,0.0,0.0,0.0,10102.0,0.19,0.0,24042.76,3838.76,43800
BEIERSDORF S.A.,200011516,PARCHE TERMICO LEON,2.0,0.0,0.0,0.0,16170.0,0.0,0.0,32340.0,0.0,41400
JOHNSON  JOHNSON DE COLO,200011863,BANO JJ BABY DE LOS PIES A CABEZA 200 ML,1.0,0.0,0.0,0.0,14115.0,0.19,0.0,16796.85,2681.85,21400
ETERNA S.A.,200012097,JERINGA 3P 3ML 21X1.1/2 100 UND ETERNA,0.0,0.0,187.02,0.0,0.0,0.19,21.0,4673.63,746.21,12600
ETERNA S.A.,200012098,JERINGA 3P 5 ML 21X1.1/2 100 UND ETERNA,2.0,0.0,173.49,0.0,17348.5,0.19,97.0,61315.29,9789.76,144500
ALFA TRADING SAS,200012129,VENDA ELASTICA PIEL ALFA SAFE 4X5,2.0,0.0,0.0,0.0,2407.0,0.0,0.0,4814.0,0.0,6600
ALFA TRADING SAS,200012130,VENDA ELASTICA PIEL ALFA SAFE 5X5,2.0,0.0,0.0,0.0,2858.0,0.0,0.0,5716.0,0.0,6200
ALFA TRADING SAS,200012131,VENDA ELASTICA PIEL ALFA SAFE 6X5,3.0,0.0,0.0,0.0,3696.0,0.0,0.0,11088.0,0.0,15300
JOHNSON  JOHNSON DE COLO,200012453,LUBRIDERM HUMECTACION DIARIA 200 ML,1.0,0.0,0.0,0.0,15412.0,0.19,0.0,18340.28,2928.28,22400
PRODUCTOS FAMILIA S.A.,200012597,PANUELOS FAMILIA CUIDADO GRIPAL 4 UND,1.0,0.0,1327.03,0.0,5308.13,0.19,3.0,11054.17,1764.95,14500
ETERNA S.A.,200012688,JERINGA 3P 50 ML C.AGU.PRECISION ETERNA,2.0,0.0,0.0,0.0,800.0,0.19,0.0,1904.0,304.0,4000
ETERNA S.A.,200012689,JERINGA INS.3P 1ML 27GX1/2 PRE.ETER AR,5.0,0.0,0.0,0.0,115.0,0.19,0.0,684.25,109.25,2500
ETERNA S.A.,200012690,JERINGA 3P 10ML 21X1.1/2 PRECISION ETERN,25.0,0.0,0.0,0.0,233.77,0.19,0.0,6954.66,1110.41,17500
BEIERSDORF S.A.,200013177,APOSITO CALLICIDA HANSAPLAST 6 UND,1.0,0.0,0.0,0.0,19111.0,0.0,0.0,19111.0,0.0,23900
ICOM,200013387,CEP.DEN.WHOLEFRESH DOB/ACC TW 2X1 ICOM,1.0,0.0,0.0,0.0,4043.0,0.19,0.0,4811.17,768.17,16100
UNILEVER ANDINA COLOMBIA,200013983,CREMA PONDS S NUTRITIVA 200 GR,1.0,0.0,0.0,0.0,20781.5,0.19,0.0,24729.99,3948.49,36600
ALFA TRADING SAS,200014037,BAJALENGUAS ALFA SAFE 20 UND,2.0,0.0,0.0,0.0,1299.0,0.19,0.0,3091.62,493.62,4600
UNILEVER ANDINA COLOMBIA,200014122,CREMA PONDS C EXTRACTO DE PEPINO 50 GR,1.0,0.0,0.0,0.0,10724.0,0.19,0.0,12761.56,2037.56,16000
JOHNSON  JOHNSON DE COLO,200014264,CHA JJ BABY CABELLO OSCURO 100 ML,1.0,0.0,0.0,0.0,7681.0,0.19,0.0,9140.39,1459.39,11300
JOHNSON  JOHNSON DE COLO,200014267,CREMA JJ BABY 400 ML,1.0,0.0,0.0,0.0,15880.0,0.19,0.0,18897.2,3017.2,27500
COMERCIAL NUTRESA S.A.S,200014444,BURBUJAS DE CHOCOLATE BOLSA 12 UND,1.0,0.0,855.42,0.0,10265.0,0.19,5.0,17305.1,2763.0,21800
GALDERMA DE COLOMBIA S.A.,200014917,CETAPHIL CREMA HUMECTANTE 453 GR(3%+),1.0,0.0,0.0,0.0,57517.0,0.19,0.0,68445.23,10928.23,120000
GALDERMA DE COLOMBIA S.A.,200014919,CETAPHIL LOCION LIMPIA.PIEL GRASA 237 ML,1.0,0.0,0.0,0.0,49249.0,0.19,0.0,58606.31,9357.31,67400
TECNOQUIMICAS S.A.,200015013,CURAS CURE BAND REDONDAS PLEG 100UND,2.0,0.0,0.0,0.0,7462.0,0.0,0.0,14924.0,0.0,20800
HALEON COLOMBIA S.A.S.,200015118,PRESERVAT.TODAY HOT SENSATION 3 UDS,1.0,0.0,0.0,0.0,16739.0,0.0,0.0,16739.0,0.0,21000
LAB. INTERNACIONAL DE COL,200015224,ERASSIN 100 MG 2 TABLETAS LB,2.0,0.0,0.0,0.0,10191.5,0.0,0.0,20383.0,0.0,53400
HALEON COLOMBIA S.A.S.,200015355,PREP.TODAY PG.20 LL.24 SURTIDO (A),0.0,0.0,8883.33,0.0,0.0,0.0,1.0,8883.33,0.0,14500
JOHNSON  JOHNSON DE COLO,200015387,SEDA DENTAL JJ REACH ESSENCIAL 100 MTS,2.0,0.0,0.0,0.0,15611.5,0.19,0.0,37155.37,5932.37,43000
UNILEVER ANDINA COLOMBIA,200015528,CREMA P.PEINAR.SEDAL RIZ.OBEDIENTE.300GR,1.0,0.0,0.0,0.0,12154.0,0.19,0.0,14463.26,2309.26,18100
BEIERSDORF S.A.,200015721,BLOQ.NIVEA SUN FPS 60 ULT.PRO.SENT.125ML,1.0,0.0,0.0,0.0,28503.0,0.19,0.0,33918.57,5415.57,58800
ICOM,200015722,CEP.DEN.WHOLEFRESH COOL MEDIO 2X1 ICOM,1.0,0.0,0.0,0.0,3302.0,0.19,0.0,3929.38,627.38,9900
MEGALABS COLOMBIA SAS,200016201,JABON ALERGIBON BABY KIDS 150 GR,1.0,0.0,0.0,0.0,17718.0,0.19,0.0,21084.42,3366.42,36900
COLGATE PALMOLIVE COMPANI,200016203,CRE.DEN.COLGATE TRIPLE ACCION 75 GR,3.0,0.0,0.0,0.0,5011.5,0.19,0.0,17891.06,2856.56,24900
UNILEVER ANDINA COLOMBIA,200016223,DTE.DOVE ROLLON ORIGINAL 50 ML M,1.0,0.0,0.0,0.0,9724.0,0.19,0.0,11571.56,1847.56,16200
PROMEGAN LTDA,200016250,PIEDRA POMEZ NATURAL PROMEGAN,1.0,0.0,0.0,0.0,1327.5,0.0,0.0,1327.5,0.0,1900
PROCTER  GAMBLE COLOMBIA,200016463,MAQ.PRESTOBARBA GILLETTE 3 10 UND,3.0,0.0,3154.4,0.0,31544.0,0.19,8.0,142641.97,22774.77,182500
NOVADERMA S.A.,200016531,SUNAID POLVO COMP P.OSCURA 12 GR REDONDO,1.0,0.0,0.0,0.0,80250.0,0.19,0.0,95497.5,15247.5,106400
BEIERSDORF S.A.,200016559,EUCERIN CREMA HYALURON DIA 50 ML(A)(PAE),1.0,0.0,0.0,0.0,151600.0,0.19,0.0,180404.0,28804.0,211400
ICOM,200016580,DEXEX PUNTO G 3 UND ICOM,2.0,0.0,0.0,0.0,1782.63,0.0,0.0,3565.26,0.0,17400
ICOM,200016581,DEXEX LUBRICADO 3 UND ICOM,4.0,0.0,0.0,0.0,1782.66,0.0,0.0,7130.64,0.0,32400
ETERNA S.A.,200016599,EQUIPO MACRO GOTEO PRECISION,3.0,0.0,0.0,0.0,753.0,0.0,0.0,2259.0,0.0,8100
COLGATE PALMOLIVE COMPANI,200016601,CRE.DEN.COLGATE TOTAL C.MINT 50 CC,1.0,0.0,0.0,0.0,3970.21,0.19,0.0,4724.55,754.34,8900
BEIERSDORF S.A.,200016625,PROT.LABIAL NIVEA LIP CARE FRESA,2.0,0.0,0.0,0.0,12852.47,0.19,0.0,30588.88,4883.94,39000
UNILEVER ANDINA COLOMBIA,200016770,DTE.REXONA ROLLON HOMBRE V8 50 ML H,2.0,0.0,0.0,0.0,4459.5,0.19,0.0,10613.61,1694.61,30000
PROCTER  GAMBLE COLOMBIA,200016922,DTE.GILLETTE GEL COOL WAVE 82 GR,1.0,0.0,0.0,0.0,11361.0,0.19,0.0,13519.59,2158.59,25900
NABONASAR MARTINEZ Y CIA.,200017060,TINTE IRIS 17 AZUL OSCURO 9 GR 12 UND,0.0,0.0,1874.33,0.0,0.0,0.19,4.0,8921.81,1424.49,10400
PREBEL S.A,200017065,BLONDOR CAMOMILA Y MANZAN.20 SBS 20 GR,0.0,0.0,2967.18,0.0,0.0,0.19,19.0,67087.92,10711.5,87400
HALEON COLOMBIA S.A.S.,200017466,PRESERVAT.TODAY LONG ACTION 3 UND,5.0,0.0,0.0,0.0,16739.0,0.0,0.0,83695.0,0.0,105000
ICOM,200017581,CEP.DEN.WHOLEFRESH KIDS ICOM,1.0,0.0,0.0,0.0,2224.0,0.19,0.0,2646.56,422.56,6200
RB HEALTH COLOMBIA,200017616,PRESERVAT.DUREX CLASICO 3 UND,1.0,0.0,0.0,0.0,6643.0,0.0,0.0,6643.0,0.0,10600
LAB. SMART S.A.,200017987,POLVO COMPACTO NAI REPUESTO NP #7,1.0,0.0,0.0,0.0,6751.0,0.19,0.0,8033.69,1282.69,10100
INVERFARMA SAS,200017993,JERINGA 3P 3ML 21X1.1/2 100 UND INVERFAR,1.0,0.0,0.0,0.0,30660.0,0.19,0.0,36485.4,5825.4,45500
INVERFARMA SAS,200017994,JERINGA 3P 5ML 21X1.1/2 100 UND INVERFAR,0.0,0.0,379.06,0.0,0.0,0.19,83.0,37439.76,5977.78,66400
INVERFARMA SAS,200017995,JERINGA 3P 10ML 21X1.1/2 100 UND INVERFA,0.0,0.0,423.3,0.0,0.0,0.19,99.0,49868.97,7962.27,69300
TECNOQUIMICAS S.A.,200018146,2 DTE.YODORA CREMA 32 GR PRECIO ESPECIAL,3.0,0.0,0.0,0.0,13776.33,0.19,0.0,49181.5,7852.51,62700
REPRESENT. Y DIST. RICHAR,200018366,SUPER EXTRACTOR RICHARD,1.0,0.0,0.0,0.0,7984.0,0.19,0.0,9500.96,1516.96,12200
RECAMIER S.A.,200018386,JABON BACTERION LIQUIDO DOY PACK 500 ML,1.0,0.0,0.0,0.0,7159.0,0.19,0.0,8519.21,1360.21,10700
JGB S.A.,200018461,KOLA GRANULADA JGB 135 GR,2.0,0.0,0.0,0.0,5570.0,0.19,0.0,13256.6,2116.6,24400
ALFA TRADING SAS,200018817,JERINGA ALFA 3P 3 ML 23 X 1 100 UND,1.0,0.0,187.02,0.0,18702.0,0.19,6.0,23590.7,3766.58,54600
ALFA TRADING SAS,200018818,JERINGA ALFA 3P 5 CC 21 X 1 1/2 100 UND,1.0,0.0,197.41,0.0,19741.0,0.19,80.0,42285.22,6751.42,98500
ALFA TRADING SAS,200018820,JERINGA ALFA 3P 20 CC 21 X 1 1/2,4.0,0.0,0.0,0.0,451.4,0.19,0.0,2148.66,343.06,3200
ALFA TRADING SAS,200018821,JERINGA ALFA INS.1 CC 29G X1/2 13MM 100U,0.0,0.0,285.73,0.0,0.0,0.19,25.0,8500.47,1357.22,15000
ALFA TRADING SAS,200018822,JERINGA ALFA INS.1 CC 30GX 1/3 8MM 100UN,0.0,0.0,389.63,0.0,0.0,0.19,72.0,33383.5,5330.14,57600
JOHNSON  JOHNSON DE COLO,200018867,LISTERINE CUIDADO TOTAL 500 ML,2.0,0.0,0.0,0.0,22993.0,0.19,0.0,54723.34,8737.34,68600
JOHNSON  JOHNSON DE COLO,200018868,LISTERINE CUIDADO TOTAL 180 ML,2.0,0.0,0.0,0.0,10873.0,0.19,0.0,25877.74,4131.74,30400
BEIERSDORF S.A.,200019361,BLOQ.NIVEA SUN FACIAL FPS50 LIGHT 50 ML,1.0,0.0,0.0,0.0,20270.0,0.19,0.0,24121.3,3851.3,43300
ALFA TRADING SAS,200019371,GUANTE CIRUGIA ALFA 8 12 UND,1.0,0.0,0.0,0.0,8104.0,0.19,0.0,9643.76,1539.76,12000
ALFA TRADING SAS,200019372,GUANTE CIRUGIA ALFA 7 1/2 12 UND,1.0,0.0,0.0,0.0,8104.0,0.19,0.0,9643.76,1539.76,22400
ALFA TRADING SAS,200019374,GUANTE CIRUGIA ALFA 6 1/2 12 UND,3.0,0.0,675.33,0.0,8104.0,0.19,7.0,34556.78,5517.47,58500
COLGATE PALMOLIVE COMPANI,200019593,CRE.DEN.COLGATE TOTAL 12 HOR.75 ML,3.0,0.0,0.0,0.0,7713.25,0.19,0.0,27536.3,4396.55,45300
JOHNSON  JOHNSON DE COLO,200019629,CREMA P.PEINAR JJ BABY X 200 ML,1.0,0.0,0.0,0.0,11620.0,0.19,0.0,13827.8,2207.8,16500
UNILEVER ANDINA COLOMBIA,200020009,DTE.REXONA CLIN.CREM.CLASSIC WOM.48 GR M,2.0,0.0,0.0,0.0,12158.0,0.19,0.0,28936.04,4620.04,51800
UNILEVER ANDINA COLOMBIA,200020010,DTE.REXONA CLIN CREMA CLEAN MEN 48 GR H,1.0,0.0,0.0,0.0,17770.0,0.19,0.0,21146.3,3376.3,26500
MEDICAL NISSI SAS,200020203,FRASCO PARA ORINA MEDICAL 50 UND,0.0,0.0,222.56,0.0,0.0,0.19,11.0,2913.31,465.15,6600
LAB. ATHOS S.A.S,200020352,ACEITE RICINO 30 ML 12 UND ATHOS,0.0,0.0,1692.42,0.0,0.0,0.19,9.0,18125.81,2894.03,22500
LAB. ATHOS S.A.S,200020353,ACEITE DE ALMENDRAS 500 ML ATHOS,2.0,0.0,0.0,0.0,10860.5,0.19,0.0,25847.99,4126.99,33000
LAB. ATHOS S.A.S,200020357,ACEITE DE ALMENDRAS 20 ML 12 UND ATHOS,0.0,0.0,807.75,0.0,0.0,0.19,3.0,2883.67,460.42,5100
LAB. ATHOS S.A.S,200020382,GLICERINA PURA 30 ML 12 UND ATHOS,0.0,0.0,1269.58,0.0,0.0,0.19,11.0,16618.81,2653.43,22000
LAB. ATHOS S.A.S,200020384,VASELINA BLANCA 400 GR ATHOS,1.0,0.0,0.0,0.0,11385.0,0.19,0.0,13548.15,2163.15,17000
LAB. ATHOS S.A.S,200020387,VASELINA BLANCA 60 GR 6 UND ATHOS,1.0,0.0,0.0,0.0,14220.0,0.19,0.0,16921.8,2701.8,21600
LAB. ATHOS S.A.S,200020388,VASELINA BLANCA 30 GR 12 UND ATHOS,0.0,0.0,1185.0,0.0,0.0,0.19,4.0,5640.6,900.6,8000
LAB. ATHOS S.A.S,200020400,PIEDRA ALUMBRE 15 GR 30 SBS ATHOS,0.0,0.0,314.37,0.0,0.0,0.19,16.0,5985.59,955.67,9600
PROCTER  GAMBLE COLOMBIA,200020416,CEP.ORAL-B COMPLETE MEDIO,1.0,0.0,0.0,0.0,3716.0,0.19,0.0,4422.04,706.04,8600
TECNOQUIMICAS S.A.,200020449,ALGODON ZIG ZAG MK 25 GR,1.0,0.0,0.0,0.0,2098.0,0.0,0.0,2098.0,0.0,3000
DISPROVEN S.A.S,200020590,CORTA UNAS ZAFHIRS CROMO,1.0,0.0,0.0,0.0,1941.0,0.19,0.0,2309.79,368.79,3600
JOHNSON  JOHNSON DE COLO,200020625,LUBRIDERM LOCION REPARACION INT.400 ML,1.0,0.0,0.0,0.0,29576.0,0.19,0.0,35195.44,5619.44,44500
JOHNSON  JOHNSON DE COLO,200020626,LUBRIDERM LOCION REPARACION INT.200 ML,2.0,0.0,0.0,0.0,18454.0,0.19,0.0,43920.52,7012.52,55800
ALFA TRADING SAS,200020661,JERINGA ALFA 3P 10 CC 21 X 1 1/2,2.0,0.0,0.0,0.0,313.97,0.19,0.0,747.25,119.31,1800
ICOM,200020867,INHALO CAMARA PEDIATRICO ICOM,2.0,0.0,0.0,0.0,10435.17,0.19,0.0,24835.7,3965.36,50600
ICOM,200020900,INHALO CAMARA ADULTO ICOM,1.0,0.0,0.0,0.0,10435.0,0.19,0.0,12417.65,1982.65,41400
ICOM,200020902,CREMA DE CALENDULA NAT.EVOL. 60 GR ICOM,2.0,0.0,0.0,0.0,9792.0,0.0,0.0,19584.0,0.0,31200
ICOM,200020919,CREMA DE ARNICA NAT.EVOLUTION 60 GR ICOM,1.0,0.0,0.0,0.0,8713.0,0.19,0.0,10368.47,1655.47,16000
LABORATORIOS PRONABELL SA,200020988,BLOQ.SUNDARK ADULTOS SPF 60 120 ML,2.0,0.0,0.0,0.0,36053.4,0.19,0.0,85807.09,13700.29,127800
GLAXO SMITHKLINE COLOMBIA,200021020,CREMA DENTAL SENSODYNE BLANQ.EXT.50 GR,2.0,0.0,0.0,0.0,8576.0,0.19,0.0,20410.88,3258.88,26200
BEIERSDORF S.A.,200021055,JABON INTIMO EUCERIN 250 ML,2.0,0.0,0.0,0.0,39638.0,0.19,0.0,94338.44,15062.44,107800
INVERFARMA SAS,200021276,FRASCO ORINA 50 UND INVERFARMA,1.0,0.0,234.6,0.0,11730.0,0.19,22.0,20100.53,3209.33,40800
COLGATE PALMOLIVE COMPANI,200021475,2 DTE.LADY SPEED TALC CRE 100 GR P.E M,1.0,0.0,0.0,0.0,16459.0,0.19,0.0,19586.21,3127.21,25300
BEIERSDORF S.A.,200021647,EUCERIN PH5 LOCION 400 ML(3%+),1.0,0.0,0.0,0.0,53481.5,0.19,0.0,63642.99,10161.49,122400
PROCTER  GAMBLE COLOMBIA,200021649,ESPUMA DE AFEITAR FOAMY MENTHOL 175 GR,1.0,0.0,0.0,0.0,14647.0,0.19,0.0,17429.93,2782.93,16000
PROTEX S.A.,200021680,JERINGA MEDISPO 3P 10 ML 21X1.1/2,6.0,0.0,0.0,0.0,258.75,0.19,0.0,1847.48,294.98,3000
HUMANCARE SAS,200021910,JABON LIQUIDO SOYL SYNDET X 240 ML,1.0,0.0,0.0,0.0,34256.0,0.19,0.0,40764.64,6508.64,63400
ICOM,200021936,GASA FAST CARE ASEPTICA 1/2X1 ICOM,1.0,0.0,0.0,0.0,891.0,0.0,0.0,891.0,0.0,2300
ICOM,200021939,GASA FAST CARE ESTERIL 4X4 YD 12SBS ICOM,5.0,0.0,0.0,0.0,7135.24,0.0,0.0,35676.2,0.0,72500
ICOM,200021940,GASA FAST CARE ESTERIL 3X3 YD 12SBS ICOM,7.0,0.0,0.0,0.0,5673.72,0.0,0.0,39716.04,0.0,103600
ICOM,200021941,DEXEX ESTIMULANTE 3 UND ICOM,1.0,0.0,0.0,0.0,1782.0,0.0,0.0,1782.0,0.0,9000
ICOM,200021942,DEXEX SABORES 3 UND ICOM,1.0,0.0,0.0,0.0,1783.0,0.0,0.0,1783.0,0.0,9000
ICOM,200021943,DEXEX ESPERMICIDA 3 UND ICOM,2.0,0.0,0.0,0.0,1780.57,0.0,0.0,3561.14,0.0,19800
HARTUNG Y CIA S.A.,200021971,TALCO LANDER BABY 100 GR,1.0,0.0,0.0,0.0,4974.5,0.19,0.0,5919.66,945.16,10900
INVERFARMA SAS,200021986,BAJALENGUAS MADERA 20 UND INVERFARMA,2.0,0.0,0.0,0.0,1676.0,0.19,0.0,3988.88,636.88,5400
UNILEVER ANDINA COLOMBIA,200022083,DTE.DOVE ROLLON TONO UNIF.CALEND 50 ML M,1.0,0.0,0.0,0.0,9724.0,0.19,0.0,11571.56,1847.56,14800
BEIERSDORF S.A.,200022389,DTE.NIVEA ROLL TONO NATURAL CLAS 50 ML M,1.0,0.0,0.0,0.0,7309.5,0.19,0.0,8698.31,1388.81,16500
TECNOQUIMICAS S.A.,200022421,CURAS CURE BAND VENDITAS ESTANDAR 10 UND,2.0,0.0,0.0,0.0,1530.5,0.0,0.0,3061.0,0.0,5400
COLGATE PALMOLIVE COMPANI,200022685,CREMA COLGATE TOTAL 12 HORAS 150 ML,3.0,0.0,0.0,0.0,12740.13,0.19,0.0,45482.26,7261.87,83100
HALEON COLOMBIA S.A.S.,200022987,CRE.DEN.SENSODYNE RAPIDO ALIVIO 100GR,2.0,0.0,0.0,0.0,20355.0,0.19,0.0,48444.9,7734.9,61600
INVERFARMA SAS,200023027,TAPABOCA AZUL 50 UND EMP.IND INVERFARMA,2.0,0.0,163.28,0.0,8164.02,0.19,30.0,25259.47,4033.03,86400
UNILEVER ANDINA COLOMBIA,200023240,GEL EGO EXTREME MAX 500 ML,2.0,0.0,0.0,0.0,11678.0,0.19,0.0,27793.64,4437.64,36000
UNILEVER ANDINA COLOMBIA,200023243,GEL EGO EXTREME MAX 250 ML,2.0,0.0,0.0,0.0,7211.5,0.19,0.0,17163.37,2740.37,21600
PROCTER  GAMBLE COLOMBIA,200023277,CEP.ORAL-B COMPLETE 40 SUAVE TRIPACK,1.0,0.0,0.0,0.0,8157.0,0.19,0.0,9706.83,1549.83,17700
LABORATORIO SAN JORGE S.A,200023554,JABON AZUFRE PILI 100 GR,3.0,0.0,0.0,0.0,2340.0,0.19,0.0,8353.8,1333.8,15600
BEIERSDORF S.A.,200023558,PROT.LABIAL NIVEA FRUITY SH CER 4.8 GR,2.0,0.0,0.0,0.0,12658.94,0.19,0.0,30128.28,4810.4,39000
BAYER S.A.,200023666,TALCO MEXSANA AVENA 85 GR,2.0,0.0,0.0,0.0,8374.5,0.19,0.0,19931.31,3182.31,25600
BELLEZA EXPRESS S.A.,200023945,CHA.ARRURRU NATURALS MANZANILLA 120,1.0,0.0,0.0,0.0,7491.0,0.19,0.0,8914.29,1423.29,11800
BELLEZA EXPRESS S.A.,200023965,COLONIA ARRURRU NATURALS AZUL 400 ML,1.0,0.0,0.0,0.0,34378.0,0.19,0.0,40909.82,6531.82,47500
BELLEZA EXPRESS S.A.,200023968,COLONIA ARRURRU NATURALS AZUL 60 ML,1.0,0.0,0.0,0.0,9406.0,0.19,0.0,11193.14,1787.14,14300
BELLEZA EXPRESS S.A.,200023970,COLONIA ARRURRU NATURALS ROSADA 220 ML,1.0,0.0,0.0,0.0,23039.0,0.19,0.0,27416.41,4377.41,34300
BELLEZA EXPRESS S.A.,200023972,COLONIA ARRURRU NATURALS ROSADA 60 ML,1.0,0.0,0.0,0.0,7525.0,0.19,0.0,8954.75,1429.75,14900
BELLEZA EXPRESS S.A.,200024016,COLONIA ARRURRU NATURALS ROSADA 30 ML,1.0,0.0,0.0,0.0,4006.0,0.19,0.0,4767.14,761.14,6400
MEDICAL NISSI SAS,200024061,FRASCO RECOLECTOR DE ORINA 24 HORAS,1.0,0.0,0.0,0.0,7223.0,0.19,0.0,8595.37,1372.37,11100
COLGATE PALMOLIVE COMPANI,200024108,JABON PALMOLIVE.AVENA AZU.MOR.110 GR,2.0,0.0,0.0,0.0,2361.35,0.19,0.0,5620.01,897.31,8200
ICOM,200024127,CRE.ADHE.PROTESI WHO. SINSABOR 40GR ICOM,3.0,0.0,0.0,0.0,11156.2,0.19,0.0,39827.63,6359.03,99600
BEIERSDORF S.A.,200024181,DTE.NIVEA SPRAY BLACK & WHITE 150 ML H,1.0,0.0,0.0,0.0,11615.0,0.19,0.0,13821.85,2206.85,25100
BEIERSDORF S.A.,200024186,DTE.NIVEA ROL.INV.BLACK & WHITE 50 ML H,1.0,0.0,0.0,0.0,10795.0,0.19,0.0,12846.05,2051.05,16300
LAB.SIEGFRIED S.A,200024282,CHA.SPORUM 2% 120 ML (A),1.0,0.0,0.0,0.0,95144.0,0.0,0.0,95144.0,0.0,109500
JGB S.A.,200024404,ALGODON ZIG ZAG JGB 50 GR 7 UND,1.0,0.0,0.0,0.0,21033.0,0.0,0.0,21033.0,0.0,26300
ICOM,200024541,GEL LUBRICANTE INTIMO DEXEX 50 GR ICOM,1.0,0.0,0.0,0.0,11034.84,0.19,0.0,13131.46,2096.62,19100
HALEON COLOMBIA S.A.S.,200024542,PRESERVAT.TODAY TRIPLE PLEASURE 3 UND,5.0,0.0,0.0,0.0,9478.5,0.0,0.0,47392.5,0.0,94000
LAB. ATHOS S.A.S,200024552,AGUA DE ROSAS 500 ML ATH,3.0,0.0,0.0,0.0,2568.0,0.19,0.0,9167.76,1463.76,11700
