codigo,NombreProducto,Fabricante
100023262,VITAMINA C 500+ZINC NARANJA 100 TBS GF,GENFAR S.A.
100023270,VITAMINA C 500+ZINC FRESA 100 TBS GF,GENFAR S.A.
100023376,VITAMINA C 500+ZINC TROPICAL 100 TBS GF,GENFAR S.A.
100023378,VITAM.C 500+ZINC MANDARINA 100TBS GF,GENFAR S.A.
100023611,ETORICOXIB 120 MG 7 TBS GF,GENFAR S.A.
100023612,ETORICOXIB 90 MG 14 TBS GF,GENFAR S.A.
100023613,NEBIVOLOL 5 MG 30 TBS GF(M)46092,GENFAR S.A.
100023615,DEXAMETASONA 4 MG/1ML 10 AMPOLLAS GF,GENFAR S.A.
100023616,METOPROLOL 50 MG 30 TABLETAS GF(M)12180,GENFAR S.A.
100023645,LEVOFLOXACINO 750 MG 5 TBS GF(3%+),GENFAR S.A.
100023646,QUETIAPINA 200 MG 30 TBS GF (M)111600,GENFAR S.A.
100023652,IBUPROFENO SUSPENSION KIDS 120ML GF,GENFAR S.A.
100023657,CETIRIZINA JARABE 0.1% KIDS 60 ML GF,GENFAR S.A.
100024188,ETORICOXIB 60 MG 14 TBS GF,GENFAR S.A.
100024189,BISOPROLOL 2.5 MG 30 TBS GF,GENFAR S.A.
100024191,SUCRALFATO SUSPENSION 200 ML GF,GENFAR S.A.
100024192,ACETAMINOFEN KIDS 100 MG GOTAS 30 ML GF,GENFAR S.A.
100024728,LOSARTAN 100 MG 30 COMPRIMIDOS GF,GENFAR S.A.
100024730,VALACICLOVIR 1 GR 21 TABLETAS GF(3%+),GENFAR S.A.
100024731,DIACEREINA 50 MG 30 CAPSULAS GF(M)22770,GENFAR S.A.
100025133,ACETAMINOFEN KIDS 160 MG 90 ML GF,GENFAR S.A.
100025158,ACETATO DE ALUMINIO KIDS 120 ML GF,GENFAR S.A.
100025652,BETAHISTINA 16 MG 20 TABLETAS GF,GENFAR S.A.
100025653,BETAHISTINA 24 MG 20 TABLETAS GF,GENFAR S.A.
100025654,ROSUVASTATINA 40 MG 30 TABLETAS GF,GENFAR S.A.
100025882,DIPIRONA+ISOMETEPTENO+CAFEINA 30 ML,GENFAR S.A.
100026369,EZETIMIBA 10MG+SIMV.20MG 30 TBS(M)80256,GENFAR S.A.
100026370,EZETIMIBA 10MG+SIMV.40MG 30TBS(M)160512,GENFAR S.A.
100026393,HEDERA HELIX JARABE 100 ML GF,GENFAR S.A.
100026528,ESOMEPRAZOL 40MG 30 TABLETAS GF,GENFAR S.A.
100026529,ESOMEPRAZOL 20MG 30 TABLETAS GF,GENFAR S.A.
100026530,ROSUVASTATINA 10MG 28 TABLETAS GF,GENFAR S.A.
100026531,ROSUVASTATINA 20MG 28 TABLETAS GF,GENFAR S.A.
100026532,ATORVASTATINA 40MG 30TABLETAS GF,GENFAR S.A.
100026641,RIVAROXABAN 15 MG 30 TBS GF (M)197559,GENFAR S.A.
100026642,RIVAROXABAN 20 MG 30 TBS GF (M)192222,GENFAR S.A.
100026643,RIVAROXABAN 10 MG 10 TBS GF (M)67806,GENFAR S.A.
100026644,ORLISTAT 120 MG 60 CAPSULAS GF (M)182592,GENFAR S.A.
100026770,SERTRALINA 50MG 30 TBS REC GF,GENFAR S.A.
100026806,GENFAR DOL ULTRAFORTE 10 TBS,GENFAR S.A.
100026868,MINOXIDIL 2% LOCION 60 MILILITROS GF,GENFAR S.A.
100026869,MINOXIDIL 5% LOCION 60 MILILITROS GF,GENFAR S.A.
100026883,ACETAMINOFEN 500MG+CAFEINA 65MG 48TBS GF,GENFAR S.A.
100027041,VALACICLOVIR 500MG 10 TBS REC GF,GENFAR S.A.
100027051,ATORVASTATINA 20 MG 30 TBS GF,GENFAR S.A.
100027110,TRAMADOL 100MG/2ML 5 AMP GF,GENFAR S.A.
100027111,GENTAMICINA 160MG/2ML 10 AMP GF,GENFAR S.A.
100027118,AMLODIPINO 5 MG  30 TBS GF,GENFAR S.A.
100027142,MELOXICAM 15 MG/1.5 ML 5 AMPOLLA GF,GENFAR S.A.
100027390,ACETAMINOF / HIDROCODONA 325MG/5MG 30TBS,GENFAR S.A.
100027391,EZETIMIBA 10MG 30 TBS (M)115389,GENFAR S.A.
100027467,LOPERAMIDA 2 MG 6 TBS GF,GENFAR S.A.
100027502,TRAMADOL 50MG/1ML 5 AMP GF,GENFAR S.A.
100026010,	AMOXIC.+CLAVULANATO POT.400MG+57MG 70ML,GENFAR S.A.
100026011,	AMOXICILINA 875 MG 14 TABLETAS,GENFAR S.A.
100025427,	ATORVASTATINA 10 MG 30 TBS MOMENTA,GENFAR S.A.
100025408,	ATORVASTATINA 20 MG. 30 TBS MOMENTA,GENFAR S.A.
100025428,	ATORVASTATINA 40 MG 30 TBS MOMENTA,GENFAR S.A.
100025423,	BETAHISTINA 16 MG. 30 TABLETAS MOMENTA,GENFAR S.A.
100025431,	BETAHISTINA 24 MG 30 TBS MOMENTA,GENFAR S.A.
100025424,	CICLOBENZAPRINA 10 MG. 15 TBS MOMENTA,GENFAR S.A.
100025425,	CICLOBENZAPRINA 10 MG. 30 TBS MOMENTA,GENFAR S.A.
100025409,	ESCITALOPRAM 10 MG 30 TBS MOMENTA,GENFAR S.A.
100025421,	ESCITALOPRAM 20 MG. 30 TABLETAS MOMENTA,GENFAR S.A.
100025648,	ETORICOXIB 120 MG 7  TABLETAS MOMENTA,GENFAR S.A.
100025646,	ETORICOXIB 60 MG 14 TABLETAS MOMENTA,GENFAR S.A.
100025647,	ETORICOXIB 90 MG 14 TABLETAS MOMENTA,GENFAR S.A.
100027693,	GESTODENO+ETINILESTRADIOL 21TAB(M)11628,GENFAR S.A.
100025914,	LEVOFLOXACINO 750MG 5 TABLETAS,GENFAR S.A.
100026131,	MOMETASONA FUROATO 0.1% CREMA 15 GR EU,GENFAR S.A.
100025422,	MONTELUKAST 5MG 30TBS MOMENTA(MR)(31437),GENFAR S.A.
100025468,	PANTOPRAZOL 40 MG 28 TBS MOMENTA,GENFAR S.A.
100026480,	PREDNISOLONA 5 MG 20 TBS MOMENTA,GENFAR S.A.
200038363,	2 CHA.MEDICASP 100 ML SUPER OFE(SF),GENOMMA LAB.COLOMBIA
100025174,	2 SHOT B 30 CAPSULAS PRECIO ESP(SF),GENOMMA LAB.COLOMBIA
200042788,	ACO. TIO NACHO PURIFI.CEL.MAD 415ML (SF),GENOMMA LAB.COLOMBIA
200040911,	ACOND. TIO NACHO ALOE 415 ML (SF),GENOMMA LAB.COLOMBIA
200038005,	ACOND.TIO NACHO ACLARANTE 415 ML(SF),GENOMMA LAB.COLOMBIA
200044087,	ACOND.TIO NACHO ANTI CANAS 415 ML(SF),GENOMMA LAB.COLOMBIA
200038014,	ACOND.TIO NACHO ENGROSADOR 415 ML(SF),GENOMMA LAB.COLOMBIA
200040252,	ASEPXIA CARBON GEL EXFOLIA. 120 GR  (SF),GENOMMA LAB.COLOMBIA
200040254,	ASEPXIA MASCARILLA PEEL OFF 30 GR  (SF),GENOMMA LAB.COLOMBIA
200042789,	CHA. TIO NACHO PURIFI.CEL.MAD 415ML (SF),GENOMMA LAB.COLOMBIA
200038011,	CHA.MEDICASP 100 ML(SF),GENOMMA LAB.COLOMBIA
200043484,	CHA.TIO NACHO ACLAR.J.REAL MAN.10SBS(SF),GENOMMA LAB.COLOMBIA
200038004,	CHA.TIO NACHO ACLAR.J.REAL MAN.415ML(SF),GENOMMA LAB.COLOMBIA
200040920,	CHA.TIO NACHO ALOE VERA 415 ML (SF),GENOMMA LAB.COLOMBIA
200043543,	CHA.TIO NACHO ANTICANAS TONAL. 415ML(SF),GENOMMA LAB.COLOMBIA
200038336,	CHA.TIO NACHO ENGR.415ML+ACON.S.D(SF),GENOMMA LAB.COLOMBIA
200038015,	CHA.TIO NACHO ENGROSADOR 415ML(SF),GENOMMA LAB.COLOMBIA
200043485,	CHA.TIO NACHO HERBOL.MILENARIA 10SBS(SF),GENOMMA LAB.COLOMBIA
200038006,	CHA.TIO NACHO HERBOLARIA MILEN.415ML(SF),GENOMMA LAB.COLOMBIA
200038003,	CHA.TIO NACHO JAL. REAL A.EDAD 415ML(SF),GENOMMA LAB.COLOMBIA
200041496,	CICATRICUR GOLD LIFT CONT DUO 15 GR (SF),GENOMMA LAB.COLOMBIA
200038034,	CICATRICURE CONTORNO OJOS CREMA 15GR(SF),GENOMMA LAB.COLOMBIA
200042858,	CICATRICURE CR.ELIXIR FAC.ANTIAR.30G(SF),GENOMMA LAB.COLOMBIA
200040748,	CICATRICURE CR.FAC.GOLD LIF DIA 50GR(SF),GENOMMA LAB.COLOMBIA
200040749,	CICATRICURE CR.FAC.GOLD LIF NOCH.50G(SF),GENOMMA LAB.COLOMBIA
200038254,	CICATRICURE CREMA ANTI MANCHAS 50 G (SF),GENOMMA LAB.COLOMBIA
200038002,	CICATRICURE CREMA ANTIARRUGAS 60 GR(SF),GENOMMA LAB.COLOMBIA
200038049,	CICATRICURE GEL 30 GR(SF),GENOMMA LAB.COLOMBIA
200037998,	CICATRICURE GEL 60 GR(SF),GENOMMA LAB.COLOMBIA
200042787,	CICATRICURE GEL 60GR+JAB.ASE.CAR P.E(SF),GENOMMA LAB.COLOMBIA
200043352,	CICATRICURE GEL CICATRICES 8GR 12SBS(SF),GENOMMA LAB.COLOMBIA
200044474,	CICATRICURE PO.SERUM PEELING FAC.30M(SF),GENOMMA LAB.COLOMBIA
200044473,	CICATRICURE PORC.CREMA GEL FAC.5O GR(SF),GENOMMA LAB.COLOMBIA
200043938,	CICATRICURE PORCEL CRE.FPS 50 40 GR (SF),GENOMMA LAB.COLOMBIA
200043240,	DURACELL LITIO BOTON CR2032 (SF),GENOMMA LAB.COLOMBIA
100025005,	GENOPRAZOL 10 MG 14 CAPSULAS(SF),GENOMMA LAB.COLOMBIA
100025004,	GENOPRAZOL 20 MG 14 CAPSULAS(SF),GENOMMA LAB.COLOMBIA
100025884,	GENOPRAZOL 20MG 14 CAP. 4 UN P.E (SF),GENOMMA LAB.COLOMBIA
100028024,	GENOPRAZOL PLUS 10 SACHETS 10 ML,GENOMMA LAB.COLOMBIA
200042365,	GOICOECH CRE PIER DOB MENTOL 400 ML (SF),GENOMMA LAB.COLOMBIA
200038017,	GOICOECHEA ARNICA Y MANZANILLA 400ML(SF),GENOMMA LAB.COLOMBIA
200038019,	GOICOECHEA ELASTINA COL.F.ROJO.400ML(SF),GENOMMA LAB.COLOMBIA
200039941,	GOICOECHEA PIERNAS ANTICELU.400 ML (SF),GENOMMA LAB.COLOMBIA
200038008,	JABON ASEPXIA AZUFRE 100 GR(SF),GENOMMA LAB.COLOMBIA
200039435,	JABON ASEPXIA BICARBONATO 100 GR (SF),GENOMMA LAB.COLOMBIA
200038024,	JABON ASEPXIA CARBON DETOX 100 GR(SF),GENOMMA LAB.COLOMBIA
200037999,	JABON ASEPXIA EXFOLIANTE 100 GR(SF),GENOMMA LAB.COLOMBIA
200040253,	JABON LIQUIDO ASEPXI CARBON 200 ML  (SF),GENOMMA LAB.COLOMBIA
200040596,	KIT CICA.CRE.60GR+CIC.BLUR-FILLE 15G(SF),GENOMMA LAB.COLOMBIA
100025006,	LOMECAN CLOTR 2% CREMA VAGINAL 20 GR(SF),GENOMMA LAB.COLOMBIA
100025007,	LOMECAN CLOTRIMAZOL 200MG 3 OVU.VAG.(SF),GENOMMA LAB.COLOMBIA
200042825,	LOMECAN V 200 MG 3 OVU. VAGINALES (SF),GENOMMA LAB.COLOMBIA
200042826,	LOMECAN V CRE.VAGIN.2% 20GR+3APL(SF) DTO,GENOMMA LAB.COLOMBIA
200043577,	MAQ.AFEITAR GROOMEN 300 + 1 CARTUCHO(SF),GENOMMA LAB.COLOMBIA
200043578,	MAQ.AFEITAR GROOMEN 300 + 2CARTUCHOS(SF),GENOMMA LAB.COLOMBIA
200043579,	MAQ.AFEITAR GROOMEN 500 + 1 CARTUCHO(SF),GENOMMA LAB.COLOMBIA
200043580,	MAQ.AFEITAR GROOMEN 500 + 2CARTUCHOS(SF),GENOMMA LAB.COLOMBIA
200043581,	MAQ.AFEITAR GROOMEN 500 + 3CARTUCHOS(SF),GENOMMA LAB.COLOMBIA
100026210,	NEXT GEL GRIPA 48 CAPSULAS BLANDAS (SF),GENOMMA LAB.COLOMBIA
100025010,	NEXT GL GRIPA 8 CAPSULAS BLANDAS(SF),GENOMMA LAB.COLOMBIA
100027198,	NEXT GL NOCHE GRIPA 6 GR 24 SOBRES (SF),GENOMMA LAB.COLOMBIA
100027197,	NEXT GL NOCHE GRIPA 6 GR 6 SOBRES (SF),GENOMMA LAB.COLOMBIA
770016730,	OBS.GENO NEXT GL GRIPA 8 CAP.BLA (SF),GENOMMA LAB.COLOMBIA
770017877,	OBS.GENOMA X RAY DOL 12 TABLETAS(SF),GENOMMA LAB.COLOMBIA
770018720,	OBS.GENOMMA CHA.TIO.NAC.HERBO.MILE.415ML,GENOMMA LAB.COLOMBIA
770018492,	OBS.GENOMMA TEATRICAL CREM.HUM.100GR(SF),GENOMMA LAB.COLOMBIA
770018802,	OBS.GENOMMA X RAY GEL DICLOFE. 1% 30 GR,GENOMMA LAB.COLOMBIA
200038032,	PILA DURACELL ALKALINA AA X 2 6 UND(SF),GENOMMA LAB.COLOMBIA
200038031,	PILA DURACELL ALKALINA AAA X 2 6 UND(SF),GENOMMA LAB.COLOMBIA
200038020,	POLVO COMP.ASEPXIA BB BEIGE MATE(SF),GENOMMA LAB.COLOMBIA
200038025,	POLVO COMPACTO ASEPXIA BB CL MATE(SF),GENOMMA LAB.COLOMBIA
200038021,	POLVO COMPACTO ASEPXIA BB NATURAL(SF),GENOMMA LAB.COLOMBIA
200043575,	REP.MAQ.AFEITAR GROOMEN 300 2 UNDS(SF),GENOMMA LAB.COLOMBIA
200043576,	REP.MAQ.AFEITAR GROOMEN 500 2 UNDS(SF),GENOMMA LAB.COLOMBIA
100025001,	SHOT B 30 CAPSULAS(SF),GENOMMA LAB.COLOMBIA
100025003,	SILK MEDIC GEL 1% 30 G(SF),GENOMMA LAB.COLOMBIA
200044152,	TEATRICAL ACLARADOR CREM.FACIAL 75ML(SF),GENOMMA LAB.COLOMBIA
200042027,	TEATRICAL CRE FACIAL ACLARAD 200 GR (SF),GENOMMA LAB.COLOMBIA
200041355,	TEATRICAL CRE FACIAL ANTIARR 200 GR (SF),GENOMMA LAB.COLOMBIA
200038023,	TEATRICAL CREMA ACLARADORA 100 G(SF),GENOMMA LAB.COLOMBIA
200038035,	TEATRICAL CREMA ANTIARRUGAS 100 G(SF),GENOMMA LAB.COLOMBIA
200041356,	TEATRICAL CREMA HUMECTANTE  200 GR (SF),GENOMMA LAB.COLOMBIA
200038022,	TEATRICAL CREMA HUMECTANTE 100 G(SF),GENOMMA LAB.COLOMBIA
200043054,	TRAT. ENGROSADOR TIO NACHO 90 ML (SF),GENOMMA LAB.COLOMBIA
200043546,	TUKHELIX EXPECTORANTE 120 ML P.E.(SF),GENOMMA LAB.COLOMBIA
100025173,	TUKHELIX EXPECTORANTE 120 ML(SF),GENOMMA LAB.COLOMBIA
200043545,	TUKOL-D EXPECTORANTE 125 ML P.E.(SF),GENOMMA LAB.COLOMBIA
100025002,	TUKOL-D EXPECTORANTE SOL.ORAL 125 ML(SF),GENOMMA LAB.COLOMBIA
200038007,	UNESIA CREMA ANTIMICOTICO 20 GR(SF),GENOMMA LAB.COLOMBIA
100025037,	X RAY DOL 12 TABLETAS(SF),GENOMMA LAB.COLOMBIA
100027838,	X RAY DOL 24 TBS PRECIO ESPECIAL(SF),GENOMMA LAB.COLOMBIA
100025039,	X RAY DOL 48 TABLETAS(SF),GENOMMA LAB.COLOMBIA
100027657,	X RAY DOL 80 TABLETAS (SF),GENOMMA LAB.COLOMBIA
200042080,	X RAY GEL (DICLOFENACO 1%) 30 GR (SF),GENOMMA LAB.COLOMBIA
100026838,	X-RAY DOL 48 TBS  P.E. (SF),GENOMMA LAB.COLOMBIA
100016190,ADVIL CHILDREN SUSPENSION 100 ML,HALEON COLOMBIA S.A.S.
100006091,ADVIL CHILDREN SUSPENSION 60 ML,HALEON COLOMBIA S.A.S.
100023037,ADVIL FEM 20 TABLETAS,HALEON COLOMBIA S.A.S.
100019304,ADVIL GRIPA 10 CAPSULAS,HALEON COLOMBIA S.A.S.
100019193,ADVIL GRIPA 72 CAPSULAS(A),HALEON COLOMBIA S.A.S.
100028630,ADVIL GRIPA MAX 40 CAP,HALEON COLOMBIA S.A.S.
100028631,ADVIL GRIPA MAX 6 CAP,HALEON COLOMBIA S.A.S.
100016097,ADVIL MAX 10 CAPSULAS,HALEON COLOMBIA S.A.S.
100010062,ADVIL MAX 16 CAPSULAS,HALEON COLOMBIA S.A.S.
100024314,ADVIL MAX 72 CAPSULAS,HALEON COLOMBIA S.A.S.
100028514,ADVIL TEENS 36 CAPSULAS,HALEON COLOMBIA S.A.S.
100016561,ADVIL ULTRA 10 CAPSULAS,HALEON COLOMBIA S.A.S.
100016560,ADVIL ULTRA 20 CAPSULAS,HALEON COLOMBIA S.A.S.
100016559,ADVIL ULTRA 72 CAPSULAS,HALEON COLOMBIA S.A.S.
100021960,CALTRATE D 600 MG 400UI 30 TBS,HALEON COLOMBIA S.A.S.
100021961,CALTRATE D 600 MG 400UI 60 TBS,HALEON COLOMBIA S.A.S.
100021962,CALTRATE PLUS 400UI 30 TBS,HALEON COLOMBIA S.A.S.
100021963,CALTRATE PLUS 400UI 60 TBS,HALEON COLOMBIA S.A.S.
200034960,CENTRUM ADVANCE 100 TABLETAS,HALEON COLOMBIA S.A.S.
200034959,CENTRUM ADVANCE 30 TABLETAS,HALEON COLOMBIA S.A.S.
200037717,CENTRUM MEN 30 TABLETAS,HALEON COLOMBIA S.A.S.
200037718,CENTRUM MEN 60 TABLETAS,HALEON COLOMBIA S.A.S.
100023460,CENTRUM SILVER 50 ANOS 100 TABLETAS,HALEON COLOMBIA S.A.S.
100023380,CENTRUM SILVER 50 ANOS 30 TABLETAS,HALEON COLOMBIA S.A.S.
100026244,CENTRUM SILVER MEN 50 30 TAB,HALEON COLOMBIA S.A.S.
100026245,CENTRUM SILVER MEN 50 60 TAB,HALEON COLOMBIA S.A.S.
100026246,CENTRUM SILVER WOMEN 50 30 TAB,HALEON COLOMBIA S.A.S.
100026247,CENTRUM SILVER WOMEN 50 60 TAB,HALEON COLOMBIA S.A.S.
200037719,CENTRUM WOMEN 30 TABLETAS,HALEON COLOMBIA S.A.S.
200037720,CENTRUM WOMEN 60 TABLETAS,HALEON COLOMBIA S.A.S.
200031805,COREGA TABS 30 TABLETAS,HALEON COLOMBIA S.A.S.
200045438,CRE DEN SENSODYN PROT COMP EXT BLANQ 50G,HALEON COLOMBIA S.A.S.
200044733,CRE. SENSODYNE PROT COMPL ECONOPACK 180G,HALEON COLOMBIA S.A.S.
200037091,CRE.DEN.SENSODYNE LIMP.PROFUNDA 90 GR,HALEON COLOMBIA S.A.S.
200038795,CRE.DEN.SENSODYNE RAP.ALIV.BLANQ. 100 GR,HALEON COLOMBIA S.A.S.
200022987,CRE.DEN.SENSODYNE RAPIDO ALIVIO 100GR,HALEON COLOMBIA S.A.S.
200028884,CRE.DEN.SENSODYNE REP.Y PRO.BLAN.100 GR,HALEON COLOMBIA S.A.S.
200027504,CRE.DEN.SENSODYNE REPARA Y PRO.100 GR,HALEON COLOMBIA S.A.S.
200035182,CREMA COREGA 3D.ULTRA MENTA 20 GR,HALEON COLOMBIA S.A.S.
200035179,CREMA COREGA 3D.ULTRA MENTA 40 GR,HALEON COLOMBIA S.A.S.
200035181,CREMA COREGA 3D.ULTRA SIN SABOR 20 GR,HALEON COLOMBIA S.A.S.
200035176,CREMA COREGA 3D.ULTRA SIN SABOR 40 GR,HALEON COLOMBIA S.A.S.
200041707,CREMA DENTAL SENSODYNE ENCIAS 100 GRS,HALEON COLOMBIA S.A.S.
100001910,DOLEX 500 MG 100 TABLETAS,HALEON COLOMBIA S.A.S.
100001912,DOLEX 500 MG 200 TABLETAS (A),HALEON COLOMBIA S.A.S.
100001913,DOLEX 500 MG 24 TABLETAS RAPIDA ACCION,HALEON COLOMBIA S.A.S.
100021749,DOLEX ACTIVEGEL 10 CAPSULAS LIQUIDAS,HALEON COLOMBIA S.A.S.
100023490,DOLEX ACTIVEGEL 20 CAPSULAS LIQUIDAS,HALEON COLOMBIA S.A.S.
100021754,DOLEX ACTIVGEL 24 CAPSULAS LIQUIDAS,HALEON COLOMBIA S.A.S.
100016455,DOLEX AVANZADO 10 TABLETAS,HALEON COLOMBIA S.A.S.
100016452,DOLEX AVANZADO 16 TABLETAS,HALEON COLOMBIA S.A.S.
100026197,DOLEX AVANZADO 500 MG 100 TABLETAS RECUB,HALEON COLOMBIA S.A.S.
100025351,DOLEX BEBES 60 ML JARABE,HALEON COLOMBIA S.A.S.
100028579,DOLEX FORTE 50 TABLETAS,HALEON COLOMBIA S.A.S.
100027874,DOLEX FORTE 500 MG 10 TABLETAS,HALEON COLOMBIA S.A.S.
100027875,DOLEX FORTE 500 MG 100 TBS,HALEON COLOMBIA S.A.S.
100001916,DOLEX GRIPA 100 TABLETAS,HALEON COLOMBIA S.A.S.
100001917,DOLEX GRIPA 12 TABLETAS,HALEON COLOMBIA S.A.S.
100016340,DOLEX JARABE NINOS 120 ML 7+,HALEON COLOMBIA S.A.S.
100001919,DOLEX JARABE NINOS 90 ML,HALEON COLOMBIA S.A.S.
100001921,DOLEX PEDIATRICO 100 TABLETAS MASTICABLE,HALEON COLOMBIA S.A.S.
100001922,DOLEX PEDIATRICO 20 TABLETAS MASTICABLE,HALEON COLOMBIA S.A.S.
100001930,EMULSION SCOTT CEREZA 180 ML,HALEON COLOMBIA S.A.S.
100001936,EMULSION SCOTT CEREZA 360 ML,HALEON COLOMBIA S.A.S.
100001931,EMULSION SCOTT CTE 180 ML,HALEON COLOMBIA S.A.S.
100001937,EMULSION SCOTT CTE 360 ML,HALEON COLOMBIA S.A.S.
100001932,EMULSION SCOTT FRUTA TROPICAL 180 ML,HALEON COLOMBIA S.A.S.
100001939,EMULSION SCOTT TROPICAL 360 ML,HALEON COLOMBIA S.A.S.
100006143,MAREOL 72 TABLETAS,HALEON COLOMBIA S.A.S.
100000011,MUCOSINA GOTAS 30 ML,HALEON COLOMBIA S.A.S.
100020771,MUCOSINA SUSPENSION 120 ML,HALEON COLOMBIA S.A.S.
200045128,PREPACK TODAY 3 UND PG.15 LL.18 SURTIDO,HALEON COLOMBIA S.A.S.
200045130,PREPACK TODAY 3 UND PG.25 LL.30 SURTIDO,HALEON COLOMBIA S.A.S.
200015118,PRESERVAT.TODAY HOT SENSATION 3 UDS,HALEON COLOMBIA S.A.S.
200017466,PRESERVAT.TODAY LONG ACTION 3 UND,HALEON COLOMBIA S.A.S.
200033574,PRESERVAT.TODAY MUTUAL SENSATION 3 UND,HALEON COLOMBIA S.A.S.
200010092,PRESERVAT.TODAY PUNTO G 3 UND,HALEON COLOMBIA S.A.S.
200042220,PRESERVAT.TODAY REAL SENSATION 3 UND,HALEON COLOMBIA S.A.S.
200004113,PRESERVAT.TODAY SIN LUBRICANTE 3 UND,HALEON COLOMBIA S.A.S.
200024542,PRESERVAT.TODAY TRIPLE PLEASURE 3 UND,HALEON COLOMBIA S.A.S.
200037180,PRESERVATIVO TODAY MIX 4 UND,HALEON COLOMBIA S.A.S.
100004451,PROCTO GLYVENOL CREMA 30 GR,HALEON COLOMBIA S.A.S.
100004452,PROCTO GLYVENOL SUPOSITORIOS 5 UND,HALEON COLOMBIA S.A.S.
100023550,ROBAXIFEN NF 400325MG 24 TBS(3%+),HALEON COLOMBIA S.A.S.
100019094,ROBAXIN GOLD 500 MG 20 TBS,HALEON COLOMBIA S.A.S.
200043822,SENSODYNE COMPLETE PROT + WHITENING 90GR,HALEON COLOMBIA S.A.S.
100014191,VOLTAREN EMULGEL TUBO 100 GR,HALEON COLOMBIA S.A.S.
100004513,VOLTAREN EMULGEL TUBO 30 GR,HALEON COLOMBIA S.A.S.
100009840,VOLTAREN EMULGEL TUBO 60 GR,HALEON COLOMBIA S.A.S.
100024733,	ALIPRID 12 MG SOLUCION 15 ML HP,HUMAX PHARMACEUTICAL
100024882,	ALIPRID 50 MG 10 TABLETAS HP,HUMAX PHARMACEUTICAL
100015201,	ALIZAPRIDA 50 MG2 ML 5 AMPS HP,HUMAX PHARMACEUTICAL
100011929,	BISACODILO 5 MG 10 TABLETAS HP,HUMAX PHARMACEUTICAL
100006052,	CALADRYL LOCION 100 ML,HUMAX PHARMACEUTICAL
100018035,	CLOROQUINA 250 MG 20 TABLETAS HP,HUMAX PHARMACEUTICAL
100014295,	CLOZAPINA 100 MG 20 TABLETAS HP (C),HUMAX PHARMACEUTICAL
100023824,	CONSTILAX LACTULOSA 66.7% 15ML 12 SBS HP,HUMAX PHARMACEUTICAL
100023823,	CONSTILAX LACTULOSA JBE 66.7% 240 ML HP,HUMAX PHARMACEUTICAL
100021102,	DIHIDROCODEINA JARABE 120 ML HP,HUMAX PHARMACEUTICAL
100011931,	ESPIRONOLACTONA 100 MG 20 TABLETAS HP,HUMAX PHARMACEUTICAL
100026473,	FEXODINA 0.6% SUSPENSION ORAL 150 ML,HUMAX PHARMACEUTICAL
100026474,	FIBRILOK 500MG 10 TABLETAS,HUMAX PHARMACEUTICAL
100013363,	HALOPERIDOL GOTAS 20 ML,HUMAX PHARMACEUTICAL
100011937,	IMIPRAMINA 25 MG 50 TABLETAS HP,HUMAX PHARMACEUTICAL
100016001,	LAMOTRIGINA 100 MG 30 TBS HP(P)52740,HUMAX PHARMACEUTICAL
100016000,	LAMOTRIGINA 50 MG 30 TABLETAS HP(P)26370,HUMAX PHARMACEUTICAL
100014167,	LEVOMEPROMAZINA 25 MG 20 TABLETAS HP,HUMAX PHARMACEUTICAL
100014166,	LEVOMEPROMAZINA 4% GOTAS 20 ML HP,HUMAX PHARMACEUTICAL
100011941,	MESALAZINA 500 MG 30 TABLETAS HP(P)44700,HUMAX PHARMACEUTICAL
100024734,	MIRTAZAPINA 30 MG 10 TBS HUMAX,HUMAX PHARMACEUTICAL
100024735,	MIRTAZAPINA 30 MG 30 TBS HUMAX,HUMAX PHARMACEUTICAL
100023292,	NAPROFEN 220 MG 10 TABLETAS,HUMAX PHARMACEUTICAL
100026685,	PYNAZER 100 MG 14 TABLETAS,HUMAX PHARMACEUTICAL
100024469,	RUVAX 40 MG 30 TABLETAS HP,HUMAX PHARMACEUTICAL
100016796,	SULZINC 120 ML,HUMAX PHARMACEUTICAL
100022637,	SULZINC 20 MG 30 TABLETAS,HUMAX PHARMACEUTICAL
100016795,	SULZINC 80 ML,HUMAX PHARMACEUTICAL
100023822,	TERBIFIN 1% SOLUCION TOPICA 30 ML HP,HUMAX PHARMACEUTICAL
100014385,	TERBINAFINA 250 MG 14 TABLETAS HP,HUMAX PHARMACEUTICAL
100023828,	TOFEDOL ETOFENAMATO 1 GR 2ML AMP HP,HUMAX PHARMACEUTICAL
100022638,	XETIL SOLUCION ORAL 70 ML,HUMAX PHARMACEUTICAL
100019768,	ZOPICLONA 7.5 MG 10 TABLETAS HP,HUMAX PHARMACEUTICAL
100016797,	ZOPICLONA 7.5 MG 20 TABLETAS HP,HUMAX PHARMACEUTICAL
100019767,	ZOPICLONA 7.5 MG 30 TABLETAS HP,HUMAX PHARMACEUTICAL
200034963,	ALGODON ZIG ZAG JGB 25 GR PG.6 LL.7,JGB S.A.
200024404,	ALGODON ZIG ZAG JGB 50 GR PG.5 LL.7,JGB S.A.
200030954,	ALGODON ZIG ZAG JGB PG.100 LL.125,JGB S.A.
200040881,	COPITOS ECO JGB FRASCO 50 UND,JGB S.A.
200041423,	DISCOS FACIALES PADS JGB ALGODON 50 UND,JGB S.A.
